Event,Site,Date,Round,White,Black,Result,BlackElo,WhiteElo,ECO,Move Count,Average Material Threatened,Gambit Count,Check Count,Average Board Evaluation,Aggressive
Cappelle op,Cappelle la Grande,1995/??/??,8,"Vokac, Marek","Smyslov, Vassily",0-1,2540,2475,E11,38,1.5,1,2,7.689473684,1
Cappelle op,Cappelle la Grande,1995/??/??,9,"Smyslov, Vassily","Giorgadze, Giorgi",1/2-1/2,2590,2540,B15,9,0.111111111,0,0,5.5,1
RUS-ch,Elista,1995/??/??,1,"Smyslov, Vassily","Yandemirov, Valeri",0-1,2460,2565,C72,36,1.666666667,0,2,7.530555556,1
RUS-ch,Elista,1995/??/??,2,"Geller, Efim P","Smyslov, Vassily",1/2-1/2,2565,2465,D13,13,1.461538462,0,0,6.907692308,1
RUS-ch,Elista,1995/??/??,3,"Smyslov, Vassily","Kholmov, Ratmir D",1/2-1/2,2445,2565,C88,89,1.112359551,3,4,5.311235955,1
RUS-ch,Elista,1995/??/??,4,"Belikov, Vladimir","Smyslov, Vassily",1/2-1/2,2565,2480,C54,24,1.375,1,0,7.75,1
RUS-ch,Elista,1995/??/??,5,"Smyslov, Vassily","Kalegin, Evgenij",0-1,2475,2565,B85,47,1.680851064,3,0,6.059574468,1
RUS-ch,Elista,1995/??/??,6,"Daniliuk, Sergey","Smyslov, Vassily",1/2-1/2,2565,2390,C05,44,2.295454545,2,5,8.045454545,1
RUS-ch,Elista,1995/??/??,7,"Smyslov, Vassily","Lukin, Andrei M",Jan-00,2440,2565,B85,42,1.571428571,1,0,8.057142857,1
RUS-ch,Elista,1995/??/??,8,"Frog, Ilya","Smyslov, Vassily",Jan-00,2565,2295,A34,42,1.880952381,1,2,9.307142857,1
RUS-ch,Elista,1995/??/??,9,"Smyslov, Vassily","Tunik, Gennady",1/2-1/2,2515,2565,E14,67,1.343283582,2,5,4.385074627,1
RUS-ch,Elista,1995/??/??,10,"Burmakin, Vladimir","Smyslov, Vassily",1/2-1/2,2565,2500,D19,41,1.585365854,0,1,5.975609756,1
RUS-ch,Elista,1995/??/??,11,"Smyslov, Vassily","Lastin, Alexander",0-1,2465,2565,B31,62,1.629032258,3,8,1.280645161,1
Karditsa,Karditsa,1995/??/??,1,"Kotronias, Vasilios","Smyslov, Vassily",0-1,2540,2570,C67,53,0.603773585,2,3,4.069811321,1
Karditsa,Karditsa,1995/??/??,2,"Smyslov, Vassily","Grivas, Efstratios",1/2-1/2,2460,2540,E61,17,1.647058824,1,0,8.082352941,1
Karditsa,Karditsa,1995/??/??,3,"Skembris, Spyridon","Smyslov, Vassily",1/2-1/2,2540,2525,D45,23,1.826086957,2,0,7.339130435,1
Karditsa,Karditsa,1995/??/??,4,"Smyslov, Vassily","Kotronias, Vasilios",1/2-1/2,2570,2540,B31,32,2.03125,2,1,6.55,1
Karditsa,Karditsa,1995/??/??,5,"Grivas, Efstratios","Smyslov, Vassily",1/2-1/2,2540,2460,D94,13,1,0,0,6.5,1
Karditsa,Karditsa,1995/??/??,6,"Smyslov, Vassily","Skembris, Spyridon",1/2-1/2,2525,2540,B22,13,1.846153846,0,0,6.830769231,1
Moscow PCA-Intel qual,Moscow,1995/??/??,1,"Smyslov, Vassily","Ehlvest, Jaan",Jan-00,2615,2540,B51,52,1.038461538,2,6,5.632692308,1
Moscow PCA-Intel qual,Moscow,1995/??/??,2,"Bareev, Evgeny","Smyslov, Vassily",Jan-00,2540,2675,E04,25,2.8,0,0,9.984,1
Moscow PCA-Intel qual,Moscow,1995/??/??,5,"Smyslov, Vassily","Epishin, Vladimir",0-1,2635,2540,B17,46,2.391304348,0,1,6.539130435,1
Moscow PCA-Intel qual,Moscow,1995/??/??,8,"Glek, Igor V","Smyslov, Vassily",Jan-00,2540,2590,C01,43,1.813953488,0,1,8.193023256,1
Women-Veterans,Prague,1995/??/??,1,"Smyslov, Vassily","Polgar, Judit",0-1,2635,2540,B22,29,1.344827586,1,1,6.562068966,1
Women-Veterans,Prague,1995/??/??,2,"Ioseliani, Nana","Smyslov, Vassily",1/2-1/2,2540,2475,E14,55,0.745454545,3,3,4.689090909,1
Women-Veterans,Prague,1995/??/??,3,"Smyslov, Vassily","Cramling, Pia",1/2-1/2,2510,2540,C00,44,1.613636364,2,2,8.815909091,1
Women-Veterans,Prague,1995/??/??,4,"Polgar, Zsuzsa","Smyslov, Vassily",1/2-1/2,2540,2565,E16,54,2.333333333,5,1,4.355555556,1
Women-Veterans,Prague,1995/??/??,5,"Smyslov, Vassily",Xie Jun,0-1,2540,2540,A49,51,1.823529412,2,2,5.88627451,1
Women-Veterans,Prague,1995/??/??,6,"Polgar, Judit","Smyslov, Vassily",1/2-1/2,2540,2635,C60,28,1.178571429,2,2,6.389285714,1
Women-Veterans,Prague,1995/??/??,7,"Smyslov, Vassily","Ioseliani, Nana",Jan-00,2475,2540,C45,48,2.0625,2,1,8.870833333,1
Women-Veterans,Prague,1995/??/??,8,"Cramling, Pia","Smyslov, Vassily",Jan-00,2540,2510,A90,55,1.345454545,2,1,8.707272727,1
Women-Veterans,Prague,1995/??/??,9,"Smyslov, Vassily","Polgar, Zsuzsa",Jan-00,2565,2540,B31,29,2.068965517,1,1,6.710344828,1
Women-Veterans,Prague,1995/??/??,10,Xie Jun,"Smyslov, Vassily",0-1,2540,2540,C90,83,1.192771084,3,0,3.797590361,1
Reykjavik Olafsson,Reykjavik,1995/??/??,1,"Olafsson, Helgi","Smyslov, Vassily",1/2-1/2,2565,2470,C07,50,1.46,4,4,5.318,1
Reykjavik Olafsson,Reykjavik,1995/??/??,2,"Smyslov, Vassily","Hjartarson, Johann",0-1,2570,2565,B40,16,0.25,0,0,4.15,1
Reykjavik Olafsson,Reykjavik,1995/??/??,3,"Olafsson, Fridrik","Smyslov, Vassily",1/2-1/2,2565,2465,A81,40,1.15,4,1,7.105,1
Reykjavik Olafsson,Reykjavik,1995/??/??,4,"Smyslov, Vassily","Polgar, Sofia",Jan-00,2485,2565,A06,37,2.621621622,3,0,9.005405405,1
Reykjavik Olafsson,Reykjavik,1995/??/??,5,"Gligoric, Svetozar","Smyslov, Vassily",1/2-1/2,2565,2455,C17,20,2.4,0,1,2.985,1
Reykjavik Olafsson,Reykjavik,1995/??/??,6,"Smyslov, Vassily","Petursson, Margeir",1/2-1/2,2565,2565,B70,57,1.438596491,4,8,7.342105263,1
Reykjavik Olafsson,Reykjavik,1995/??/??,7,"Gretarsson, Helgi Ass","Smyslov, Vassily",Jan-00,2565,2440,A80,23,1.260869565,0,1,7.052173913,1
Reykjavik Olafsson,Reykjavik,1995/??/??,8,"Smyslov, Vassily","Thorhallsson, Throstur",Jan-00,2420,2565,B01,46,1.891304348,0,10,6.008695652,1
Reykjavik Olafsson,Reykjavik,1995/??/??,9,"Larsen, Bent","Smyslov, Vassily",1/2-1/2,2565,2515,C50,56,1.5,4,3,7.371428571,1
Reykjavik Olafsson,Reykjavik,1995/??/??,10,"Arnason, Jon L","Smyslov, Vassily",1/2-1/2,2565,2545,C76,39,2.846153846,1,2,6.966666667,1
Reykjavik Olafsson,Reykjavik,1995/??/??,11,"Smyslov, Vassily","Stefansson, Hannes",1/2-1/2,2520,2565,E12,10,2.9,0,0,6.48,1
Furman mem,St Petersburg,1995/??/??,1,"Smyslov, Vassily","Levitina, Irina S",Jan-00,2420,2565,A10,52,1.634615385,2,3,4.551923077,1
Furman mem,St Petersburg,1995/??/??,2,"Gurgenidze, Bukhuti","Smyslov, Vassily",1/2-1/2,2565,2375,A12,13,1,1,0,4.361538462,1
Furman mem,St Petersburg,1995/??/??,3,"Smyslov, Vassily","Savon, Vladimir A",1/2-1/2,2415,2565,E14,27,0.888888889,2,0,6.637037037,1
Furman mem,St Petersburg,1995/??/??,4,"Osnos, Viatcheslav","Smyslov, Vassily",1/2-1/2,2565,2430,E16,22,2.318181818,2,1,6.227272727,1
Furman mem,St Petersburg,1995/??/??,5,"Smyslov, Vassily","Vladimirov, Boris T",1/2-1/2,2405,2565,A34,14,0.571428571,1,0,5.535714286,1
Furman mem,St Petersburg,1995/??/??,6,"Taimanov, Mark E","Smyslov, Vassily",1/2-1/2,2565,2510,D13,12,0.916666667,0,0,6.45,1
Furman mem,St Petersburg,1995/??/??,7,"Smyslov, Vassily","Vasiukov, Evgeni",1/2-1/2,2515,2565,B17,12,0.583333333,0,1,6.633333333,1
Furman mem,St Petersburg,1995/??/??,8,"Smyslov, Vassily","Zaitsev, Igor A",1/2-1/2,2470,2565,A48,14,1.071428571,1,0,7.378571429,1
Furman mem,St Petersburg,1995/??/??,9,"Bagirov, Vladimir","Smyslov, Vassily",1/2-1/2,2565,2530,D94,12,0.75,0,0,6.433333333,1
Albert m,Albert,1996/??/??,1,"Smyslov, Vassily","Bacrot, Etienne",1/2-1/2,2470,2510,B51,33,2.727272727,1,0,7.233333333,1
Albert m,Albert,1996/??/??,2,"Bacrot, Etienne","Smyslov, Vassily",Jan-00,2510,2470,E35,39,1.256410256,1,1,6.169230769,1
Albert m,Albert,1996/??/??,3,"Smyslov, Vassily","Bacrot, Etienne",0-1,2470,2510,B72,42,1.619047619,1,0,8.057142857,1
Albert m,Albert,1996/??/??,4,"Bacrot, Etienne","Smyslov, Vassily",1/2-1/2,2510,2470,E11,17,0.941176471,0,2,6.523529412,1
Albert m,Albert,1996/??/??,5,"Smyslov, Vassily","Bacrot, Etienne",0-1,2470,2510,B23,62,2.161290323,0,1,4.829032258,1
Albert m,Albert,1996/??/??,6,"Bacrot, Etienne","Smyslov, Vassily",Jan-00,2510,2470,D16,43,1.813953488,4,1,5.441860465,1
Cannes mT,Cannes,1996/??/??,1,"Fontaine, Robert","Smyslov, Vassily",1/2-1/2,2550,2300,C45,42,1.928571429,3,3,9.423809524,1
Cannes mT,Cannes,1996/??/??,2,"Smyslov, Vassily","Relange, Eloi",Jan-00,2460,2550,E60,72,1.013888889,4,4,5.786111111,1
Cannes mT,Cannes,1996/??/??,3,"Lepelletier, Benoit","Smyslov, Vassily",1/2-1/2,2550,2470,C07,34,1.676470588,3,1,7.279411765,1
Cannes mT,Cannes,1996/??/??,4,"Smyslov, Vassily","Fressinet, Laurent",1/2-1/2,2290,2550,D46,62,0.870967742,6,8,5.690322581,1
Cannes mT,Cannes,1996/??/??,5,"Bacrot, Etienne","Smyslov, Vassily",1/2-1/2,2550,2425,E32,48,1.520833333,2,2,7.210416667,1
Cannes mT,Cannes,1996/??/??,6,"Smyslov, Vassily","Fontaine, Robert",Jan-00,2300,2550,D20,36,1.555555556,0,4,6.894444444,1
Cannes mT,Cannes,1996/??/??,7,"Relange, Eloi","Smyslov, Vassily",1/2-1/2,2550,2460,C45,27,2.555555556,1,1,9.851851852,1
Cannes mT,Cannes,1996/??/??,8,"Smyslov, Vassily","Lepelletier, Benoit",Jan-00,2470,2550,A07,50,0.98,2,1,5.52,1
Cannes mT,Cannes,1996/??/??,9,"Fressinet, Laurent","Smyslov, Vassily",1/2-1/2,2550,2290,C50,18,1.611111111,1,0,6.716666667,1
Cannes mT,Cannes,1996/??/??,10,"Smyslov, Vassily","Bacrot, Etienne",1/2-1/2,2425,2550,D02,15,1.666666667,2,0,7.906666667,1
Staunton mem,Groningen,1996/??/??,?,"Smyslov, Vassily","Guimard, Carlos E",Jan-00,2325,2550,C04,25,1.88,2,0,6.444,1
Staunton mem,Groningen,1996/??/??,?,"Christoffel, Martin","Smyslov, Vassily",0-1,2550,,C02,45,1.733333333,3,4,4.646666667,1
Staunton mem,Groningen,1996/??/??,?,"Smyslov, Vassily","Denker, Arnold S",1/2-1/2,2305,2550,A05,21,0.476190476,1,0,5.704761905,1
Women-Veterans,London,1996/??/??,1,"Smyslov, Vassily",Xie Jun,1/2-1/2,2510,2510,A05,59,1.338983051,5,3,4.159322034,1
Women-Veterans,London,1996/??/??,2,"Cramling, Pia","Smyslov, Vassily",1/2-1/2,2510,2545,E12,75,0.986666667,2,7,6.190666667,1
Women-Veterans,London,1996/??/??,3,"Smyslov, Vassily","Arakhamia, Ketevan",1/2-1/2,2455,2510,C00,34,0.882352941,1,0,7.344117647,1
Women-Veterans,London,1996/??/??,4,"Polgar, Sofia","Smyslov, Vassily",0-1,2510,2480,C60,42,1.523809524,3,1,3.878571429,1
Women-Veterans,London,1996/??/??,5,"Smyslov, Vassily","Ioseliani, Nana",1/2-1/2,2500,2510,D02,43,2.139534884,1,0,6.393023256,1
Women-Veterans,London,1996/??/??,6,Xie Jun,"Smyslov, Vassily",0-1,2510,2510,C76,52,1.057692308,2,5,5.473076923,1
Women-Veterans,London,1996/??/??,7,"Smyslov, Vassily","Cramling, Pia",Jan-00,2545,2510,A05,106,0.971698113,3,6,3.971698113,1
Women-Veterans,London,1996/??/??,8,"Arakhamia, Ketevan","Smyslov, Vassily",Jan-00,2510,2455,C59,32,3.40625,2,0,10.05625,1
Women-Veterans,London,1996/??/??,9,"Smyslov, Vassily","Polgar, Sofia",Jan-00,2480,2510,E03,28,2.785714286,0,3,5.639285714,1
Women-Veterans,London,1996/??/??,10,"Ioseliani, Nana","Smyslov, Vassily",1/2-1/2,2510,2500,E11,11,0.727272727,0,2,5.927272727,1
Rilton Cup 96/97,Stockholm,1996/??/??,1,"Smyslov, Vassily","Upmark, Johan",1/2-1/2,2140,2510,D90,22,1,1,1,7.136363636,1
Rilton Cup 96/97,Stockholm,1996/??/??,2,"Johansson, Toni","Smyslov, Vassily",0-1,2510,2120,C26,13,1.076923077,0,1,5.184615385,1
Rilton Cup 96/97,Stockholm,1996/??/??,3,"Smyslov, Vassily","Sanden, Stefan",0-1,2330,2510,B26,58,1.017241379,1,1,4.753448276,1
Rilton Cup 96/97,Stockholm,1996/??/??,5,"Smyslov, Vassily","Eklund, Mathias",Jan-00,2215,2510,C19,29,1.551724138,0,0,3.765517241,1
Rilton Cup 96/97,Stockholm,1996/??/??,7,"Smyslov, Vassily","Ingbrandt, Johan",Jan-00,2355,2510,C77,26,1.692307692,2,0,7.973076923,1
Rilton Cup 96/97,Stockholm,1996/??/??,8,"Smyslov, Vassily","Hellers, Ferdinand",1/2-1/2,2585,2510,B52,22,0.818181818,2,2,7.45,1
Tallinn rapid,Tallinn,1996/??/??,1,"Malisauskas, Vidmantas","Smyslov, Vassily",1/2-1/2,2550,2530,C69,51,1.156862745,2,5,4.145098039,1
Tallinn rapid,Tallinn,1996/??/??,2,"Smyslov, Vassily","Ehlvest, Jaan",1/2-1/2,2660,2550,B42,24,1,1,0,8.041666667,1
Tallinn rapid,Tallinn,1996/??/??,3,"Shirov, Alexei","Smyslov, Vassily",1/2-1/2,2550,2690,C80,27,2.185185185,1,0,7.381481481,1
Tallinn rapid,Tallinn,1996/??/??,4,"Smyslov, Vassily","Rytshagov, Mikhail",1/2-1/2,2495,2550,A48,28,2.214285714,1,0,6.425,1
Tallinn rapid,Tallinn,1996/??/??,5,"Ivanchuk, Vassily","Smyslov, Vassily",1/2-1/2,2550,2735,D16,17,1.411764706,1,0,7.617647059,1
Tallinn rapid,Tallinn,1996/??/??,6,"Smyslov, Vassily","Liiva, Riho",1/2-1/2,2425,2550,B30,35,1.371428571,3,0,5.76,1
Tallinn rapid,Tallinn,1996/??/??,7,"Maidla, Vallo","Smyslov, Vassily",0-1,2550,2370,C46,50,1.16,1,2,4.98,1
Turin op,Turin,1996/??/??,1,"Scotti, Umberto","Smyslov, Vassily",0-1,2510,2155,B13,57,0.859649123,5,3,5.450877193,1
Turin op,Turin,1996/??/??,2,"Smyslov, Vassily","Berg, Klaus",1/2-1/2,2395,2510,B11,25,1.68,1,1,6.34,1
Turin op,Turin,1996/??/??,3,"Mola, Pietro","Smyslov, Vassily",0-1,2510,2175,C09,43,1.511627907,1,1,5.602325581,1
Turin op,Turin,1996/??/??,4,"Smyslov, Vassily","Arlandi, Ennio",1/2-1/2,2445,2510,B10,25,1.52,0,1,7.44,1
Turin op,Turin,1996/??/??,5,"Nurkic, Sahbaz","Smyslov, Vassily",1/2-1/2,2510,2405,B12,41,1.634146341,1,1,6.626829268,1
Turin op,Turin,1996/??/??,6,"Smyslov, Vassily","Vujovic, Milivoje",1/2-1/2,2310,2510,B10,24,3.291666667,1,0,7.354166667,1
Turin op,Turin,1996/??/??,7,"Lanzani, Mario","Smyslov, Vassily",1/2-1/2,2510,2355,C16,62,1.403225806,1,9,3.512903226,1
Sigeman & Co,Malmo,6/10/1997,1,"Smyslov, Vassily","Akesson, Ralf",1/2-1/2,2515,2500,D02,26,1.846153846,0,0,5.484615385,1
Sigeman & Co,Malmo,6/11/1997,2,"Hector, Jonny","Smyslov, Vassily",0-1,2500,2500,C30,55,2.345454545,3,0,5.109090909,1
Sigeman & Co,Malmo,6/12/1997,3,"Smyslov, Vassily","Cramling, Pia",1/2-1/2,2545,2500,D03,32,1.90625,1,0,8.69375,1
Sigeman & Co,Malmo,6/13/1997,4,"Hansen, Curt","Smyslov, Vassily",1/2-1/2,2500,2605,C67,20,2.25,1,0,7.385,1
Sigeman & Co,Malmo,6/14/1997,5,"Smyslov, Vassily","Sokolov, Ivan",1/2-1/2,2615,2500,B54,42,2.714285714,2,3,7.307142857,1
Sigeman & Co,Malmo,6/15/1997,6,"Hellers, Ferdinand","Smyslov, Vassily",1/2-1/2,2500,2585,C60,25,1.24,2,2,6.988,1
Sigeman & Co,Malmo,6/16/1997,7,"Smyslov, Vassily","Hellsten, Johan",1/2-1/2,2485,2500,B40,45,1.377777778,1,0,7.602222222,1
Sigeman & Co,Malmo,6/17/1997,8,"Smyslov, Vassily","Timman, Jan H",1/2-1/2,2630,2500,A48,14,0.714285714,0,0,6.992857143,1
Sigeman & Co,Malmo,6/18/1997,9,"Rozentalis, Eduardas","Smyslov, Vassily",1/2-1/2,2500,2650,D02,9,1.111111111,1,0,6.933333333,1
VAM,Hoogeveen,10/11/1997,1,"Polgar, Judit","Smyslov, Vassily",1/2-1/2,2480,2670,C67,31,1.967741935,3,0,6.274193548,1
VAM,Hoogeveen,10/12/1997,2,"Van Wely, Loek","Smyslov, Vassily",Jan-00,2480,2655,D17,39,2.205128205,1,0,7.894871795,1
VAM,Hoogeveen,10/13/1997,3,"Smyslov, Vassily","Sutovskij, Emil",1/2-1/2,2590,2480,A48,16,1.3125,0,0,5.375,1
VAM,Hoogeveen,10/16/1997,5,"Sutovskij, Emil","Smyslov, Vassily",1/2-1/2,2480,2590,C60,40,1.925,2,1,5.8425,1
VAM,Hoogeveen,10/17/1997,6,"Smyslov, Vassily","Van Wely, Loek",0-1,2655,2480,B73,50,1.62,3,3,6.204,1
FIDE-Wch k.o.,Groningen,12/9/1997,1.1,"Smyslov, Vassily","Morozevich, Alexander",0-1,2590,2480,D12,63,1.857142857,3,3,5.838095238,1
FIDE-Wch k.o.,Groningen,12/10/1997,1.2,"Morozevich, Alexander","Smyslov, Vassily",Jan-00,2480,2590,B18,31,1.387096774,1,0,7.064516129,1
Veterans-Women,Copenhagen,1997/??/??,1,"Smyslov, Vassily","Ioseliani, Nana",Jan-00,2520,2480,B50,51,1.529411765,1,2,6.966666667,1
Veterans-Women,Copenhagen,1997/??/??,2,"Cramling, Pia","Smyslov, Vassily",1/2-1/2,2480,2520,E11,27,1.444444444,1,3,6.655555556,1
Veterans-Women,Copenhagen,1997/??/??,3,"Smyslov, Vassily","Arakhamia, Ketevan",0-1,2430,2480,B40,76,1.013157895,2,1,4.980263158,1
Veterans-Women,Copenhagen,1997/??/??,4,Xie Jun,"Smyslov, Vassily",0-1,2480,2495,C76,54,1.555555556,3,2,5.698148148,1
Veterans-Women,Copenhagen,1997/??/??,5,"Smyslov, Vassily",Zhu Chen,Jan-00,2515,2480,A48,47,1.127659574,0,3,8.459574468,1
Veterans-Women,Copenhagen,1997/??/??,6,"Ioseliani, Nana","Smyslov, Vassily",1/2-1/2,2480,2520,D17,40,1.65,3,0,8.6575,1
Veterans-Women,Copenhagen,1997/??/??,7,"Smyslov, Vassily","Cramling, Pia",1/2-1/2,2520,2480,B20,66,1.090909091,3,6,4.472727273,1
Veterans-Women,Copenhagen,1997/??/??,8,"Arakhamia, Ketevan","Smyslov, Vassily",Jan-00,2480,2430,C25,50,1.5,6,3,7.548,1
Veterans-Women,Copenhagen,1997/??/??,9,"Smyslov, Vassily",Xie Jun,Jan-00,2495,2480,C49,33,1.909090909,2,1,5.284848485,1
Veterans-Women,Copenhagen,1997/??/??,10,Zhu Chen,"Smyslov, Vassily",0-1,2480,2515,D19,50,1.8,3,1,5.9,1
VAM,Hoogeveen,1997/??/??,4,"Smyslov, Vassily","Polgar, Judit",1/2-1/2,2670,2480,D03,35,1.057142857,1,4,6.742857143,1
Belgrade-Moscow,Belgrade,1/28/1998,1,"Smyslov, Vassily","Gligoric, Svetozar",1/2-1/2,2480,2515,C68,30,1.633333333,3,0,5.02,1
Belgrade-Moscow,Belgrade,1/29/1998,2,"Gligoric, Svetozar","Smyslov, Vassily",1/2-1/2,2515,2480,D19,16,0.375,0,0,7.2,1
Nagler mem,Zuerich,8/7/1998,1,"Jenni, Florian","Smyslov, Vassily",1/2-1/2,2500,2430,C68,35,1.6,1,0,8.074285714,1
Nagler mem,Zuerich,8/8/1998,2,"Smyslov, Vassily","Hug, Werner",1/2-1/2,2470,2500,C00,44,0.772727273,3,4,5.156818182,1
Nagler mem,Zuerich,8/9/1998,3,"Forster, Richard","Smyslov, Vassily",1/2-1/2,2500,2475,C30,23,2.782608696,1,0,6.591304348,1
Nagler mem,Zuerich,8/10/1998,4,"Smyslov, Vassily","Pelletier, Yannick",1/2-1/2,2525,2500,D46,21,1.857142857,0,0,7.79047619,1
Nagler mem,Zuerich,8/11/1998,5,"Moor, Roger","Smyslov, Vassily",1/2-1/2,2500,2330,A05,48,0.729166667,4,0,4.7625,1
Nagler mem,Zuerich,8/12/1998,6,"Smyslov, Vassily","Jenni, Florian",Jan-00,2430,2500,C77,31,1.870967742,0,1,8.109677419,1
Nagler mem,Zuerich,8/13/1998,7,"Hug, Werner","Smyslov, Vassily",1/2-1/2,2500,2470,A07,11,1.545454545,0,0,5.754545455,1
Nagler mem,Zuerich,8/14/1998,8,"Smyslov, Vassily","Forster, Richard",1/2-1/2,2475,2500,B51,11,0.545454545,0,2,5.609090909,1
Nagler mem,Zuerich,8/15/1998,9,"Pelletier, Yannick","Smyslov, Vassily",1/2-1/2,2500,2525,D17,12,1.5,1,0,8.933333333,1
Nagler mem,Zuerich,8/16/1998,10,"Smyslov, Vassily","Moor, Roger",1/2-1/2,2330,2500,B02,20,2.1,0,0,7.585,1
Cancan Veterans-Women,Roquebrune,9/7/1998,1,"Smyslov, Vassily","Cramling, Pia",1/2-1/2,2505,2500,C00,58,1.948275862,5,3,5.555172414,1
Cancan Veterans-Women,Roquebrune,9/8/1998,2,"Arakhamia, Ketevan","Smyslov, Vassily",1/2-1/2,2500,2420,C45,32,1.0625,2,0,10.09375,1
Cancan Veterans-Women,Roquebrune,9/9/1998,3,"Smyslov, Vassily",Xie Jun,1/2-1/2,2510,2500,C77,26,1.461538462,0,0,7.5,1
Cancan Veterans-Women,Roquebrune,9/10/1998,4,Zhu Chen,"Smyslov, Vassily",1/2-1/2,2500,2480,D94,34,1.382352941,2,1,5.155882353,1
Cancan Veterans-Women,Roquebrune,9/11/1998,5,"Smyslov, Vassily","Ioseliani, Nana",1/2-1/2,2495,2500,D35,16,1.25,2,0,6.075,1
Cancan Veterans-Women,Roquebrune,9/12/1998,6,"Chiburdanidze, Maia","Smyslov, Vassily",Jan-00,2500,2525,D30,82,1.06097561,2,4,4.602439024,1
Cancan Veterans-Women,Roquebrune,9/14/1998,7,"Smyslov, Vassily","Arakhamia, Ketevan",Jan-00,2420,2500,B30,25,1.4,1,0,6.54,1
Cancan Veterans-Women,Roquebrune,9/15/1998,8,Xie Jun,"Smyslov, Vassily",1/2-1/2,2500,2510,C85,31,1.225806452,1,0,8.848387097,1
Cancan Veterans-Women,Roquebrune,9/16/1998,9,"Smyslov, Vassily",Zhu Chen,1/2-1/2,2480,2500,D14,9,0.777777778,1,0,5.977777778,1
Cancan Veterans-Women,Roquebrune,9/17/1998,10,"Ioseliani, Nana","Smyslov, Vassily",Jan-00,2500,2495,D94,35,2.085714286,1,1,6.111428571,1
Cancan Veterans-Women,Roquebrune,9/18/1998,11,"Smyslov, Vassily","Chiburdanidze, Maia",1/2-1/2,2525,2500,E21,13,0.615384615,0,0,5.9,1
Cancan Veterans-Women,Roquebrune,9/19/1998,12,"Cramling, Pia","Smyslov, Vassily",Jan-00,2500,2505,D17,69,1.492753623,4,4,9.186956522,1
Rilton Cup 97/98,Stockholm,1998/??/??,1,"Smyslov, Vassily","Kallgren, Mikael",1/2-1/2,2170,2480,C63,40,2,2,0,8.1875,1
Rilton Cup 97/98,Stockholm,1998/??/??,2,"Ask, Josef","Smyslov, Vassily",1/2-1/2,2480,2020,B18,28,2.714285714,2,0,8.032142857,1
Rilton Cup 97/98,Stockholm,1998/??/??,3,"Smyslov, Vassily","Azizi, Haroon",Jan-00,,2480,B05,49,1.857142857,3,0,10.54693878,1
Rilton Cup 97/98,Stockholm,1998/??/??,4,"Mork, Kjell Arne","Smyslov, Vassily",Jan-00,2480,2290,C16,50,2.48,1,0,5.77,1
Rilton Cup 97/98,Stockholm,1998/??/??,5,"Smyslov, Vassily","Schutz, Ingemar",Jan-00,2195,2480,B58,36,2.027777778,2,0,7.888888889,1
Rilton Cup 97/98,Stockholm,1998/??/??,6,"Burwick, Malte","Smyslov, Vassily",0-1,2480,2270,D17,39,1.307692308,2,4,6.179487179,1
Rilton Cup 97/98,Stockholm,1998/??/??,7,"Smyslov, Vassily","Sjoberg, Mats",Jan-00,2420,2480,B40,49,1.551020408,3,3,4.804081633,1
Rilton Cup 97/98,Stockholm,1998/??/??,8,"Hermansson, Emil","Smyslov, Vassily",1/2-1/2,2480,2275,B42,47,1.978723404,1,1,5.908510638,1
Rilton Cup 97/98,Stockholm,1998/??/??,9,"Smyslov, Vassily","Ornstein, Axel",Jan-00,2430,2480,B40,45,1.4,1,7,7.837777778,1
Petrosian mem,Moscow,6/18/1999,1,"Smyslov, Vassily","Ivkov, Borislav",1/2-1/2,2444,2485,E11,14,2,0,0,5.764285714,1
Petrosian mem,Moscow,6/19/1999,2,"Balashov, Yuri S","Smyslov, Vassily",1/2-1/2,2485,2578,C42,9,2.111111111,0,0,5.122222222,1
Petrosian mem,Moscow,6/21/1999,4,"Taimanov, Mark E","Smyslov, Vassily",1/2-1/2,2485,2424,A11,12,1,0,0,6.216666667,1
Petrosian mem,Moscow,6/22/1999,5,"Smyslov, Vassily","Portisch, Lajos",1/2-1/2,2555,2485,D41,16,0.625,1,0,4.33125,1
Petrosian mem,Moscow,6/23/1999,6,"Larsen, Bent","Smyslov, Vassily",1/2-1/2,2485,2532,D37,14,1.714285714,1,0,7.342857143,1
Petrosian mem,Moscow,6/24/1999,7,"Smyslov, Vassily","Gligoric, Svetozar",1/2-1/2,2476,2485,C48,13,1.538461538,2,0,3.892307692,1
Petrosian mem,Moscow,6/25/1999,8,"Hort, Vlastimil","Smyslov, Vassily",1/2-1/2,2485,2526,D37,10,1.8,0,0,6.84,1
Flamenco Veterans-Women,Marbella,10/21/1999,1,"Smyslov, Vassily",Zhu Chen,0-1,2503,2485,A48,44,1.75,1,1,4.354545455,1
Flamenco Veterans-Women,Marbella,10/22/1999,2,"Chiburdanidze, Maia","Smyslov, Vassily",Jan-00,2485,2551,D94,36,1.166666667,0,0,6.666666667,1
Flamenco Veterans-Women,Marbella,10/23/1999,3,"Smyslov, Vassily",Xie Jun,1/2-1/2,2528,2485,C48,22,1.636363636,1,1,5.909090909,1
Flamenco Veterans-Women,Marbella,10/24/1999,4,"Cramling, Pia","Smyslov, Vassily",1/2-1/2,2485,2504,D17,60,1.416666667,2,3,6.023333333,1
